100001Pedido de Compra em 12/12/2019 com 10 itens201912121855270000143,00E
20588500909Item do Pedido 00909 e valor: R$ 49,00            0000049,00
20588600909Item do Pedido 00909 e valor: R$ 1,00             0000001,00
20588700909Item do Pedido 00909 e valor: R$ 4,00             0000004,00
20588800909Item do Pedido 00909 e valor: R$ 1,00             0000001,00
20588900909Item do Pedido 00909 e valor: R$ 1,00             0000001,00
20589000909Item do Pedido 00909 e valor: R$ 0,00             0000000,00
20589100909Item do Pedido 00909 e valor: R$ 0,00             0000000,00
20589200909Item do Pedido 00909 e valor: R$ 0,00             0000000,00
20589300909Item do Pedido 00909 e valor: R$ 0,00             0000000,00
20589400909Item do Pedido 00909 e valor: R$ 0,00             0000000,00
20589500909Item do Pedido 00909 e valor: R$ 0,00             0000000,00
100910Pedido de Compra em 14/10/2019 com 11 itens201910141855270000099,00E
20589600910Item do Pedido 00910 e valor: R$ 36,00            0000036,00
20589700910Item do Pedido 00910 e valor: R$ 53,00            0000053,00
20589800910Item do Pedido 00910 e valor: R$ 7,00             0000007,00
20589900910Item do Pedido 00910 e valor: R$ 1,00             0000001,00
20590000910Item do Pedido 00910 e valor: R$ 2,00             0000002,00
20590100910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
20590200910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
20590300910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
20590400910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
20590500910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
20590600910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
20590700910Item do Pedido 00910 e valor: R$ 0,00             0000000,00
100911Pedido de Compra em 14/10/2019 com 11 itens201910141855270000102,00E
20590800911Item do Pedido 00911 e valor: R$ 31,00            0000031,00
20590900911Item do Pedido 00911 e valor: R$ 25,00            0000025,00
20591000911Item do Pedido 00911 e valor: R$ 36,00            0000036,00
20591100911Item do Pedido 00911 e valor: R$ 1,00             0000001,00
20591200911Item do Pedido 00911 e valor: R$ 4,00             0000004,00
20591300911Item do Pedido 00911 e valor: R$ 5,00             0000005,00
20591400911Item do Pedido 00911 e valor: R$ 0,00             0000000,00
20591500911Item do Pedido 00911 e valor: R$ 0,00             0000000,00
20591600911Item do Pedido 00911 e valor: R$ 0,00             0000000,00
20591700911Item do Pedido 00911 e valor: R$ 0,00             0000000,00
20591800911Item do Pedido 00911 e valor: R$ 0,00             0000000,00
20591900911Item do Pedido 00911 e valor: R$ 0,00             0000000,00
100912Pedido de Compra em 14/10/2019 com 11 itens201910141855270000003,00E
20592000912Item do Pedido 00912 e valor: R$ 2,00             0000002,00
20592100912Item do Pedido 00912 e valor: R$ 1,00             0000001,00
20592200912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592300912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592400912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592500912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592600912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592700912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592800912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20592900912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20593000912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
20593100912Item do Pedido 00912 e valor: R$ 0,00             0000000,00
100913Pedido de Compra em 14/10/2019 com 11 itens201910141855270000179,00E
20593200913Item do Pedido 00913 e valor: R$ 3,00             0000003,00
20593300913Item do Pedido 00913 e valor: R$ 94,00            0000094,00
20593400913Item do Pedido 00913 e valor: R$ 53,00            0000053,00
20593500913Item do Pedido 00913 e valor: R$ 22,00            0000022,00
20593600913Item do Pedido 00913 e valor: R$ 7,00             0000007,00
20593700913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
20593800913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
20593900913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
20594000913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
20594100913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
20594200913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
20594300913Item do Pedido 00913 e valor: R$ 0,00             0000000,00
100914Pedido de Compra em 14/10/2019 com 11 itens201910141855270000158,00E
20594400914Item do Pedido 00914 e valor: R$ 9,00             0000009,00
20594500914Item do Pedido 00914 e valor: R$ 137,00           0000137,00
20594600914Item do Pedido 00914 e valor: R$ 2,00             0000002,00
20594700914Item do Pedido 00914 e valor: R$ 8,00             0000008,00
20594800914Item do Pedido 00914 e valor: R$ 2,00             0000002,00
20594900914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
20595000914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
20595100914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
20595200914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
20595300914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
20595400914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
20595500914Item do Pedido 00914 e valor: R$ 0,00             0000000,00
100915Pedido de Compra em 14/10/2019 com 11 itens201910141855270000015,00E
20595600915Item do Pedido 00915 e valor: R$ 8,00             0000008,00
20595700915Item do Pedido 00915 e valor: R$ 1,00             0000001,00
20595800915Item do Pedido 00915 e valor: R$ 3,00             0000003,00
20595900915Item do Pedido 00915 e valor: R$ 3,00             0000003,00
20596000915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596100915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596200915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596300915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596400915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596500915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596600915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
20596700915Item do Pedido 00915 e valor: R$ 0,00             0000000,00
100916Pedido de Compra em 13/10/2019 com 2 itens201910131855270000040,00E
20596800916Item do Pedido 00916 e valor: R$ 37,00            0000037,00
20596900916Item do Pedido 00916 e valor: R$ 2,00             0000002,00
20597000916Item do Pedido 00916 e valor: R$ 1,00             0000001,00
100917Pedido de Compra em 13/10/2019 com 2 itens201910131855270000125,00E
20597100917Item do Pedido 00917 e valor: R$ 19,00            0000019,00
20597200917Item do Pedido 00917 e valor: R$ 16,00            0000016,00
20597300917Item do Pedido 00917 e valor: R$ 79,00            0000079,00
100918Pedido de Compra em 13/10/2019 com 2 itens201910131855270000023,00E
20597400918Item do Pedido 00918 e valor: R$ 12,00            0000012,00
20597500918Item do Pedido 00918 e valor: R$ 5,00             0000005,00
20597600918Item do Pedido 00918 e valor: R$ 1,00             0000001,00
100919Pedido de Compra em 13/10/2019 com 2 itens201910131855270000144,00E
20597700919Item do Pedido 00919 e valor: R$ 48,00            0000048,00
20597800919Item do Pedido 00919 e valor: R$ 83,00            0000083,00
20597900919Item do Pedido 00919 e valor: R$ 8,00             0000008,00
100920Pedido de Compra em 13/10/2019 com 2 itens201910131855270000099,00E
20598000920Item do Pedido 00920 e valor: R$ 74,00            0000074,00
20598100920Item do Pedido 00920 e valor: R$ 7,00             0000007,00
20598200920Item do Pedido 00920 e valor: R$ 11,00            0000011,00
100921Pedido de Compra em 13/10/2019 com 2 itens201910131855270000185,00E
20598300921Item do Pedido 00921 e valor: R$ 133,00           0000133,00
20598400921Item do Pedido 00921 e valor: R$ 19,00            0000019,00
20598500921Item do Pedido 00921 e valor: R$ 32,00            0000032,00
100922Pedido de Compra em 13/10/2019 com 2 itens201910131855270000022,00E
20598600922Item do Pedido 00922 e valor: R$ 8,00             0000008,00
20598700922Item do Pedido 00922 e valor: R$ 9,00             0000009,00
20598800922Item do Pedido 00922 e valor: R$ 5,00             0000005,00
100923Pedido de Compra em 13/10/2019 com 2 itens201910131855270000053,00E
20598900923Item do Pedido 00923 e valor: R$ 9,00             0000009,00
20599000923Item do Pedido 00923 e valor: R$ 3,00             0000003,00
20599100923Item do Pedido 00923 e valor: R$ 36,00            0000036,00
100924Pedido de Compra em 13/10/2019 com 2 itens201910131855270000175,00E
20599200924Item do Pedido 00924 e valor: R$ 50,00            0000050,00
20599300924Item do Pedido 00924 e valor: R$ 68,00            0000068,00
20599400924Item do Pedido 00924 e valor: R$ 47,00            0000047,00
100925Pedido de Compra em 13/10/2019 com 2 itens201910131855270000118,00E
20599500925Item do Pedido 00925 e valor: R$ 4,00             0000004,00
20599600925Item do Pedido 00925 e valor: R$ 9,00             0000009,00
20599700925Item do Pedido 00925 e valor: R$ 56,00            0000056,00
100926Pedido de Compra em 13/10/2019 com 2 itens201910131855270000058,00E
20599800926Item do Pedido 00926 e valor: R$ 23,00            0000023,00
20599900926Item do Pedido 00926 e valor: R$ 24,00            0000024,00
20600000926Item do Pedido 00926 e valor: R$ 8,00             0000008,00
100927Pedido de Compra em 13/10/2019 com 2 itens201910131855270000085,00E
20600100927Item do Pedido 00927 e valor: R$ 5,00             0000005,00
20600200927Item do Pedido 00927 e valor: R$ 19,00            0000019,00
20600300927Item do Pedido 00927 e valor: R$ 51,00            0000051,00
100928Pedido de Compra em 13/10/2019 com 2 itens201910131855270000035,00E
20600400928Item do Pedido 00928 e valor: R$ 5,00             0000005,00
20600500928Item do Pedido 00928 e valor: R$ 17,00            0000017,00
20600600928Item do Pedido 00928 e valor: R$ 8,00             0000008,00
100929Pedido de Compra em 13/10/2019 com 2 itens201910131855270000037,00E
20600700929Item do Pedido 00929 e valor: R$ 5,00             0000005,00
20600800929Item do Pedido 00929 e valor: R$ 1,00             0000001,00
20600900929Item do Pedido 00929 e valor: R$ 6,00             0000006,00
100930Pedido de Compra em 12/10/2019 com 3 itens201910121855270000060,00E
20601000930Item do Pedido 00930 e valor: R$ 37,00            0000037,00
20601100930Item do Pedido 00930 e valor: R$ 9,00             0000009,00
20601200930Item do Pedido 00930 e valor: R$ 13,00            0000013,00
20601300930Item do Pedido 00930 e valor: R$ 1,00             0000001,00
100931Pedido de Compra em 12/10/2019 com 3 itens201910121855270000175,00E
20601400931Item do Pedido 00931 e valor: R$ 61,00            0000061,00
20601500931Item do Pedido 00931 e valor: R$ 75,00            0000075,00
20601600931Item do Pedido 00931 e valor: R$ 7,00             0000007,00
20601700931Item do Pedido 00931 e valor: R$ 9,00             0000009,00
100932Pedido de Compra em 12/10/2019 com 3 itens201910121855270000009,00E
20601800932Item do Pedido 00932 e valor: R$ 1,00             0000001,00
20601900932Item do Pedido 00932 e valor: R$ 4,00             0000004,00
20602000932Item do Pedido 00932 e valor: R$ 3,00             0000003,00
20602100932Item do Pedido 00932 e valor: R$ 1,00             0000001,00
100933Pedido de Compra em 12/10/2019 com 3 itens201910121855270000038,00E
20602200933Item do Pedido 00933 e valor: R$ 15,00            0000015,00
20602300933Item do Pedido 00933 e valor: R$ 11,00            0000011,00
20602400933Item do Pedido 00933 e valor: R$ 1,00             0000001,00
20602500933Item do Pedido 00933 e valor: R$ 2,00             0000002,00
100934Pedido de Compra em 12/10/2019 com 3 itens201910121855270000151,00E
20602600934Item do Pedido 00934 e valor: R$ 48,00            0000048,00
20602700934Item do Pedido 00934 e valor: R$ 30,00            0000030,00
20602800934Item do Pedido 00934 e valor: R$ 56,00            0000056,00
20602900934Item do Pedido 00934 e valor: R$ 15,00            0000015,00
100935Pedido de Compra em 12/10/2019 com 3 itens201910121855270000111,00E
20603000935Item do Pedido 00935 e valor: R$ 60,00            0000060,00
20603100935Item do Pedido 00935 e valor: R$ 43,00            0000043,00
20603200935Item do Pedido 00935 e valor: R$ 2,00             0000002,00
20603300935Item do Pedido 00935 e valor: R$ 6,00             0000006,00
100936Pedido de Compra em 12/10/2019 com 3 itens201910121855270000086,00E
20603400936Item do Pedido 00936 e valor: R$ 40,00            0000040,00
20603500936Item do Pedido 00936 e valor: R$ 44,00            0000044,00
20603600936Item do Pedido 00936 e valor: R$ 2,00             0000002,00
20603700936Item do Pedido 00936 e valor: R$ 0,00             0000000,00
100937Pedido de Compra em 12/10/2019 com 3 itens201910121855270000138,00E
20603800937Item do Pedido 00937 e valor: R$ 46,00            0000046,00
20603900937Item do Pedido 00937 e valor: R$ 78,00            0000078,00
20604000937Item do Pedido 00937 e valor: R$ 14,00            0000014,00
20604100937Item do Pedido 00937 e valor: R$ 0,00             0000000,00
100938Pedido de Compra em 12/10/2019 com 3 itens201910121855270000157,00E
20604200938Item do Pedido 00938 e valor: R$ 117,00           0000117,00
20604300938Item do Pedido 00938 e valor: R$ 11,00            0000011,00
20604400938Item do Pedido 00938 e valor: R$ 24,00            0000024,00
20604500938Item do Pedido 00938 e valor: R$ 3,00             0000003,00
100939Pedido de Compra em 12/10/2019 com 3 itens201910121855270000161,00E
20604600939Item do Pedido 00939 e valor: R$ 8,00             0000008,00
20604700939Item do Pedido 00939 e valor: R$ 21,00            0000021,00
20604800939Item do Pedido 00939 e valor: R$ 6,00             0000006,00
20604900939Item do Pedido 00939 e valor: R$ 13,00            0000013,00
100940Pedido de Compra em 12/10/2019 com 3 itens201910121855270000001,00E
20605000940Item do Pedido 00940 e valor: R$ 1,00             0000001,00
20605100940Item do Pedido 00940 e valor: R$ 0,00             0000000,00
20605200940Item do Pedido 00940 e valor: R$ 0,00             0000000,00
20605300940Item do Pedido 00940 e valor: R$ 0,00             0000000,00
100941Pedido de Compra em 12/10/2019 com 3 itens201910121855270000141,00E
20605400941Item do Pedido 00941 e valor: R$ 7,00             0000007,00
20605500941Item do Pedido 00941 e valor: R$ 51,00            0000051,00
20605600941Item do Pedido 00941 e valor: R$ 66,00            0000066,00
